Parametri velivolo: 
Valore della massa:' 1043 
Valore apertura alare: 10.92 
Valore della superficie alare: 16.3 
Valore della corda: 1.49 
Valore del Mach di Drag Rise: 0.6 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo z :0 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo y :0 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo y :0 
Angolo tra l'asse di spinta e l'asse x nel piano x-y DTZ [deg] >0 verso DX : 0 
Angolo tra l'asse di spinta e l'asse x nel piano x-z DTY [deg] >0 verso l'alto : 0 
Numero di incidenze per cui sono disponibili i dati: 126 
Rotary derivatives (se è 1--> presenti): 0 
Valore del CG:
Valore di JX: 1272.5 
Valore di JY: 1806.7 
Valore di JZ: 2640.3 
Valore di JXZ: 0 
Opzione posizione baricentro: 0 
Nuova posizione baricentro: 0.25 
Posizione pilota lungo X (rispetto al CG): 0 
Posizione pilota lungo Y (rispetto al CG): 0 
Posizione pilota lungo Z (rispetto al CG): 0 

Parametri Deflection Limits: 
Deflessione MAX elevator: 20 
Deflessione MIN elevator: -20 
Deflessione Ailerons: 20 
Deflessione Rudder: 20 
Deflessione Flap MIN: 40 
Deflessione FLAP MAX: 0 

Parametri Massa Combustibile: 
Opzione massa (0-->costante, 1-->variabile): 1 
Frazione peso di combustibile (MTOW): 0.05 

Steady State Coefficients: 
alfa 	 CX 	 CY 	 CZ 	 Cl 	 Cm 	 Cn 	 
 8.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 8.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 8.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 8.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 9 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 9.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 9.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 9.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 9.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 10 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 10.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 10.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 10.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 10.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 11 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 11.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 11.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 11.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 11.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 12 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 12.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 12.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 12.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 12.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 13 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 13.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 13.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 13.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 13.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 14 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 14.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 14.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 14.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 14.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 15 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 15.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 15.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 15.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 15.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 16 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 16.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 16.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 16.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 16.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 17 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 17.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 17.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 17.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 17.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 18 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 18.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 18.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 18.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 18.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 19 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 19.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 19.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 19.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 19.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 20 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
Pitching Moment Derivatives 
alfa 	 CmA 	 CmAP 	 CmU 	 CmQ 	 CmB 	 CmP 	 CmR 	 

 -5 	 -0.891768 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -4.8 	 -0.891768 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -4.6 	 -0.891944 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -4.4 	 -0.89212 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -4.2 	 -0.892296 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -4 	 -0.892472 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -3.8 	 -0.892648 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -3.6 	 -0.892824 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -3.4 	 -0.893 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -3.2 	 -0.893176 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -3 	 -0.893352 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -2.8 	 -0.893528 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -2.6 	 -0.893704 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -2.4 	 -0.89388 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -2.2 	 -0.894056 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -2 	 -0.894232 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -1.8 	 -0.894408 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -1.6 	 -0.894584 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -1.4 	 -0.89476 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -1.2 	 -0.894936 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -1 	 -0.895112 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -0.8 	 -0.895288 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -0.6 	 -0.895464 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -0.4 	 -0.89564 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 -0.2 	 -0.895816 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 0 	 -0.895992 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 0.2 	 -0.896168 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 0.4 	 -0.896344 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 0.6 	 -0.89652 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 0.8 	 -0.896696 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 1 	 -0.896872 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 1.2 	 -0.897048 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 1.4 	 -0.897048 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 1.6 	 -0.896618 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 1.8 	 -0.896168 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 2 	 -0.895718 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 2.2 	 -0.895268 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 2.4 	 -0.894819 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 2.6 	 -0.894369 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 2.8 	 -0.893919 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 3 	 -0.893469 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 3.2 	 -0.89302 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 3.4 	 -0.89257 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 3.6 	 -0.89212 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 3.8 	 -0.89167 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 4 	 -0.891221 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 4.2 	 -0.890771 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 4.4 	 -0.890321 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 4.6 	 -0.889871 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 4.8 	 -0.889422 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 5 	 -0.888972 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 5.2 	 -0.888522 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 5.4 	 -0.888072 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 5.6 	 -0.887623 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 5.8 	 -0.887173 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 6 	 -0.886723 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 6.2 	 -0.886273 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 6.4 	 -0.885824 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 6.6 	 -0.885374 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 6.8 	 -0.884924 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 7 	 -0.884474 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 7.2 	 -0.884025 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 7.4 	 -0.883575 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 7.6 	 -0.883097 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 7.8 	 -0.88245 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 8 	 -0.881774 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 8.2 	 -0.881099 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 8.4 	 -0.880424 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 8.6 	 -0.879748 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 8.8 	 -0.879073 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 9 	 -0.878397 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 9.2 	 -0.877722 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 9.4 	 -0.877046 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 9.6 	 -0.876371 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 9.8 	 -0.875696 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 10 	 -0.87502 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 10.2 	 -0.874345 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 10.4 	 -0.873669 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 10.6 	 -0.872994 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 10.8 	 -0.872319 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 11 	 -0.871643 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 11.2 	 -0.870968 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 11.4 	 -0.870292 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 11.6 	 -0.869617 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 11.8 	 -0.868941 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 12 	 -0.868266 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 12.2 	 -0.867591 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 12.4 	 -0.866915 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 12.6 	 -0.86624 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 12.8 	 -0.865564 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 13 	 -0.864889 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 13.2 	 -0.864214 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 13.4 	 -0.863538 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 13.6 	 -0.862863 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 13.8 	 -0.863293 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 14 	 -0.888046 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 14.2 	 -0.922751 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 14.4 	 -0.957455 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 14.6 	 -0.992159 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 14.8 	 -1.02686 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 15 	 -1.06157 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 15.2 	 -1.09627 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 15.4 	 -1.13098 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 15.6 	 -1.16568 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 15.8 	 -1.20038 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 16 	 -1.23509 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 16.2 	 -1.26979 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 16.4 	 -1.3045 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 16.6 	 -1.3392 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 16.8 	 -1.3739 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 17 	 -1.40861 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 17.2 	 -1.44331 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 17.4 	 -1.47802 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 17.6 	 -1.51272 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 17.8 	 -1.54742 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 18 	 -1.58213 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 18.2 	 -1.61683 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 18.4 	 -1.65154 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 18.6 	 -1.68624 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 18.8 	 -1.72094 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 19 	 -1.75565 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 19.2 	 -1.79035 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 19.4 	 -1.82506 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 19.6 	 -1.85976 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 19.8 	 -1.89446 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
 20 	 -1.92917 	 -5.2 	 0 	 -12.4 	 0 	 0 	 0 	
Yawing Moment Derivatives 
alfa 	 CnB 	 CnBP 	 CnP 	 CnR 	 CnA 	 CnQ 	

 -5 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -4.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -4.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -4.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -4.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -3.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -3.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -3.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -3.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -3 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -2.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -2.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -2.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -2.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -1.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -1.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -1.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -1.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -1 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -0.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -0.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -0.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 -0.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 0 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 0.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 0.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 0.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 0.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 1 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 1.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 1.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 1.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 1.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 2.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 2.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 2.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 2.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 3 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 3.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 3.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 3.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 3.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 4.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 4.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 4.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 4.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 5 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 5.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 5.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 5.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 5.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 6.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 6.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 6.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 6.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 7 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 7.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 7.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 7.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 7.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 8.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 8.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 8.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 8.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 9 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 9.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 9.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 9.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 9.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 10 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 10.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 10.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 10.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 10.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 11 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 11.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 11.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 11.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 11.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 12 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 12.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 12.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 12.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 12.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 13 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 13.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 13.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 13.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 13.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 14 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 14.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 14.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 14.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 14.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 15 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 15.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 15.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 15.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 15.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 16 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 16.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 16.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 16.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 16.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 17 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 17.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 17.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 17.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 17.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 18 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 18.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 18.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 18.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 18.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 19 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 19.2 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 19.4 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 19.6 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 19.8 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
 20 	 0.065 	 0 	 -0.03 	 -0.099 	 0 	 0 	
Control Force Derivatives 
alfa 	 CXde 	 CXdle 	 CZde 	 CZdle 	 CYda 	 CYdr 	

 -5 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -4.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -4.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -4.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -4.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
